W1031 11:38:52.327020       1 warnings.go:70] unknown field "spec.template.metadata.creationTimestamp"
W1031 11:38:52.327039       1 warnings.go:70] unknown field "spec.volumeClaimTemplates[0].metadata.creationTimestamp"
W1031 11:38:52.337102       1 warnings.go:70] unknown field "spec.template.metadata.creationTimestamp"
W1031 11:38:52.337113       1 warnings.go:70] unknown field "spec.volumeClaimTemplates[0].metadata.creationTimestamp"
W1031 11:38:52.356484       1 warnings.go:70] unknown field "spec.template.metadata.creationTimestamp"
W1031 11:38:52.356503       1 warnings.go:70] unknown field "spec.volumeClaimTemplates[0].metadata.creationTimestamp"
I1031 11:39:07.650095       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="RecreatingTerminatedPod" message="PetSet demo/mgc is recreating terminated Pod mgc-1"
I1031 11:39:07.655754       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="SuccessfulDelete" message="delete Pod mgc-1 in PetSet mgc successful"
W1031 11:39:07.672869       1 warnings.go:70] unknown field "spec.template.metadata.creationTimestamp"
W1031 11:39:07.672878       1 warnings.go:70] unknown field "spec.volumeClaimTemplates[0].metadata.creationTimestamp"
E1031 11:39:07.673162       1 pet_set.go:577] "Unhandled Error" err="error syncing PetSet demo/mgc, requeuing: object is being deleted: pods \"mgc-1\" already exists, the server was not able to generate a unique name for the object" logger="UnhandledError"
I1031 11:39:07.675833       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="RecreatingTerminatedPod" message="PetSet demo/mgc is recreating terminated Pod mgc-1"
I1031 11:39:07.677660       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="SuccessfulDelete" message="delete Pod mgc-1 in PetSet mgc successful"
E1031 11:39:07.766710       1 pet_set.go:577] "Unhandled Error" err="error syncing PetSet demo/mgc, requeuing: object is being deleted: pods \"mgc-1\" already exists, the server was not able to generate a unique name for the object" logger="UnhandledError"
I1031 11:39:07.770438       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="RecreatingTerminatedPod" message="PetSet demo/mgc is recreating terminated Pod mgc-1"
I1031 11:39:07.772179       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="SuccessfulDelete" message="delete Pod mgc-1 in PetSet mgc successful"
E1031 11:39:07.866221       1 pet_set.go:577] "Unhandled Error" err="error syncing PetSet demo/mgc, requeuing: object is being deleted: pods \"mgc-1\" already exists, the server was not able to generate a unique name for the object" logger="UnhandledError"
I1031 11:39:07.868677       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="RecreatingTerminatedPod" message="PetSet demo/mgc is recreating terminated Pod mgc-1"
I1031 11:39:07.870226       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="SuccessfulDelete" message="delete Pod mgc-1 in PetSet mgc successful"
E1031 11:39:07.876970       1 pet_set.go:577] "Unhandled Error" err="error syncing PetSet demo/mgc, requeuing: object is being deleted: pods \"mgc-1\" already exists, the server was not able to generate a unique name for the object" logger="UnhandledError"
I1031 11:39:07.890793       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="RecreatingTerminatedPod" message="PetSet demo/mgc is recreating terminated Pod mgc-1"
I1031 11:39:07.893253       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="SuccessfulDelete" message="delete Pod mgc-1 in PetSet mgc successful"
E1031 11:39:07.967053       1 pet_set.go:577] "Unhandled Error" err="error syncing PetSet demo/mgc, requeuing: object is being deleted: pods \"mgc-1\" already exists, the server was not able to generate a unique name for the object" logger="UnhandledError"
I1031 11:39:08.050177       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="RecreatingTerminatedPod" message="PetSet demo/mgc is recreating terminated Pod mgc-1"
I1031 11:39:08.052862       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="SuccessfulDelete" message="delete Pod mgc-1 in PetSet mgc successful"
E1031 11:39:08.059830       1 pet_set.go:577] "Unhandled Error" err="error syncing PetSet demo/mgc, requeuing: object is being deleted: pods \"mgc-1\" already exists, the server was not able to generate a unique name for the object" logger="UnhandledError"
I1031 11:39:08.223819       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="RecreatingTerminatedPod" message="PetSet demo/mgc is recreating terminated Pod mgc-1"
I1031 11:39:08.225751       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="SuccessfulDelete" message="delete Pod mgc-1 in PetSet mgc successful"
E1031 11:39:08.231756       1 pet_set.go:577] "Unhandled Error" err="error syncing PetSet demo/mgc, requeuing: object is being deleted: pods \"mgc-1\" already exists, the server was not able to generate a unique name for the object" logger="UnhandledError"
I1031 11:39:08.485842       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="RecreatingTerminatedPod" message="PetSet demo/mgc is recreating terminated Pod mgc-1"
I1031 11:39:08.489852       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Warning" reason="FailedDelete" message="delete Pod mgc-1 in PetSet mgc failed error: pods \"mgc-1\" not found"
W1031 11:39:08.496292       1 warnings.go:70] unknown field "spec.template.metadata.creationTimestamp"
W1031 11:39:08.496303       1 warnings.go:70] unknown field "spec.volumeClaimTemplates[0].metadata.creationTimestamp"
E1031 11:39:08.496694       1 pet_set.go:577] "Unhandled Error" err="error syncing PetSet demo/mgc, requeuing: pods \"mgc-1\" not found" logger="UnhandledError"
I1031 11:39:08.526407       1 event.go:389] "Event occurred" object="demo/mgc" fieldPath="" kind="PetSet" apiVersion="apps.k8s.appscode.com/v1" type="Normal" reason="SuccessfulCreate" message="create Pod mgc-1 in PetSet mgc successful"
W1031 11:39:08.536386       1 warnings.go:70] unknown field "spec.template.metadata.creationTimestamp"
W1031 11:39:08.536399       1 warnings.go:70] unknown field "spec.volumeClaimTemplates[0].metadata.creationTimestamp"
W1031 11:39:08.543920       1 warnings.go:70] unknown field "spec.template.metadata.creationTimestamp"
W1031 11:39:08.543932       1 warnings.go:70] unknown field "spec.volumeClaimTemplates[0].metadata.creationTimestamp"
W1031 11:39:08.572839       1 warnings.go:70] unknown field "spec.template.metadata.creationTimestamp"
W1031 11:39:08.572854       1 warnings.go:70] unknown field "spec.volumeClaimTemplates[0].metadata.creationTimestamp"
W1031 11:39:08.582314       1 warnings.go:70] unknown field "spec.template.metadata.creationTimestamp"
W1031 11:39:08.582322       1 warnings.go:70] unknown field "spec.volumeClaimTemplates[0].metadata.creationTimestamp"
